sel;sta;tip;ip;iq;np;name;r;x;b;g;ktr;kti;n_anc;bd;pl_ip;ql_ip;i_max 
0;0;Тр-р;2433;2435;0;ПС 220 кВ Хехцир с.т.1АТ - ПС 220 кВ Хехцир  КРУН-6 кВ;6.93;193.55;;;0.029;;0;0;-1;-4;10 
0;0;ЛЭП;2203;2204;0;ПС 110 кВ НПЗ - ПС 110 кВ Байкальская 2c-110 ;0.42;1.02;-6.6;;;;0;0;21;-3;101 
0;0;Тр-р;2432;2434;0;ПС 220 кВ Хехцир 2С 220 кВ - ПС 220 кВ Хехцир с.т.2АТ;0.62;44.99;6.1;1.8;1;;0;0;-45;-25;124 
0;0;ЛЭП;2329;2230;0;Амурская ТЭЦ-1 ЗРУ 110кВ - ПС 110 кВ Хурба;4.31;8.87;-57.2;;;;0;0;-45;-5;210 
0;0;Тр-р;2434;2132;0;ПС 220 кВ Хехцир с.т.2АТ - ПС 220 кВ Хехцир 2С 110 кВ;0.39;-2.84;;;0.505;;5;70233;-43;-12;220 
0;0;Тр-р;2329;2325;0;Амурская ТЭЦ-1 ЗРУ 110кВ - Амурская ТЭЦ-1 ТГ № 5;0.39;12.36;47;7.8;0.087;;0;0;72;16;346 
0;0;Тр-р;2434;2436;0;ПС 220 кВ Хехцир с.т.2АТ - ПС 220 кВ Хехцир КРУН-10 кВ;2.83;84.51;;;0.048;;0;0;-1;-10;25 
0;0;ЛЭП;2318;2421;0;Хабаровская ТЭЦ-3 2СШ-220 - отп.1 ПС 220 кВ НПС-34;1.11;6.15;-42.4;;;;0;0;-64;10;157 
0;0;ЛЭП;2421;2572;0;отп.1 ПС 220 кВ НПС-34 - ПС 500 кВ Хехцир 2 2С 220 кВ;5.37;29.75;-205.3;;;;0;0;-59;8;143 
0;0;ЛЭП;2440;1515;0;ПС 220 кВ НПС-36 - Приморская ГРЭС IIIСШ 220 кВ;8.03;44.94;-288.9;;;;0;0;-50;14;124 
0;0;ЛЭП;2571;2440;0;ПС 500 кВ Хехцир 2 1С 220 кВ - ПС 220 кВ НПС-36;10.14;56.16;-387.5;;;;0;0;-58;36;164 
0;0;ЛЭП;2422;2651;0;отп.2 ПС 220 кВ НПС-34 - ПС 220 кВ НПС-34 2С 220 кВ ;0.48;1.77;-10.6;;;;0;0;-8;;20 
0;0;ЛЭП;2421;2423;0;отп.1 ПС 220 кВ НПС-34 - ПС 220 кВ НПС-34 1С 220 кВ ;0.47;1.72;-10.3;;;;0;0;-5;;13 
0;0;ЛЭП;2318;2422;0;Хабаровская ТЭЦ-3 2СШ-220 - отп.2 ПС 220 кВ НПС-34;1.18;6.53;-45.1;;;;0;0;-84;9;204 
0;0;ЛЭП;2422;2572;0;отп.2 ПС 220 кВ НПС-34 - ПС 500 кВ Хехцир 2 2С 220 кВ;3.79;20.96;-144.6;;;;0;0;-76;8;184 
0;0;ЛЭП;2432;2442;0;ПС 220 кВ Хехцир 2С 220 кВ - ПС 220 кВ Кругликово/т 2С 220 кВ;1.26;6.98;-48.2;;;;0;0;-66;26;172 
0;0;ЛЭП;2420;2571;0;ПС 220 кВ Князе-Волконка ОРУ-220 кВ - ПС 500 кВ Хехцир 2 1С 220 кВ;4.32;23.89;-164.9;;;;0;0;-53;8;130 
0;0;ЛЭП;2131;2113;0;ПС 220 кВ Хехцир 1С 110 кВ - ПС 110 кВ Корфовская;0.22;0.38;-2.4;;;;0;0;-43;-15;224 
0;0;Тр-р;2318;2319;0;Хабаровская ТЭЦ-3 2СШ-220 - Хабаровская ТЭЦ-3 ОРУ 110 кВ;0.57;26.72;17.4;2.6;0.516;;6;70233;-103;-40;517 
0;0;ЛЭП;2317;2420;0;Хабаровская ТЭЦ-3 1СШ-220 - ПС 220 кВ Князе-Волконка ОРУ-220 кВ;2.17;12.01;-82.8;;;;0;0;-72;6;175 
0;0;Тр-р;2318;2312;0;Хабаровская ТЭЦ-3 2СШ-220 - Хабаровская ТЭЦ-3 Блок 2;0.6;28.44;21.8;4.2;0.065;;0;0;161;-31;396 
0;0;Тр-р;2317;2313;0;Хабаровская ТЭЦ-3 1СШ-220 - Хабаровская ТЭЦ-3 Блок 3;0.6;28.25;22.6;4.1;0.065;;0;0;149;48;380 
0;0;Тр-р;2318;2314;0;Хабаровская ТЭЦ-3 2СШ-220 - Хабаровская ТЭЦ-3 Блок 4;0.56;27.41;3.3;2.1;0.065;;0;0;162;50;411 
0;0;ЛЭП;2103;2105;0;ПС 110 кВ Котиково - ПС 110 кВ Вяземская;6.3;11.03;-67.4;;;;0;0;-12;;62 
0;0;ЛЭП;2319;2123;2;Хабаровская ТЭЦ-3 ОРУ 110 кВ - ПС 110 кВ СМР;1.49;3.06;-19.7;;;;0;0;-51;-16;257 
0;0;ЛЭП;2319;2123;1;Хабаровская ТЭЦ-3 ОРУ 110 кВ - ПС 110 кВ СМР;1.49;3.06;-19.7;;;;0;0;-51;-16;257 
0;0;Тр-р;2319;2311;0;Хабаровская ТЭЦ-3 ОРУ 110 кВ - Хабаровская ТЭЦ-3 Блок 1;0.16;6.15;70;14.2;0.13;;0;0;149;60;767 
0;0;Тр-р;2315;2305;0;Хабаровская ТЭЦ-1 с.т.4Т - Хабаровская ТЭЦ-1 КРУ 6кВ ;0.44;16.68;;;0.057;;0;0;-5;-4;35 
0;0;Тр-р;2300;2303;0;Хабаровская ТЭЦ-1 ЗРУ-35 кВ - Хабаровская ТЭЦ-1 ТГ № 3;0.19;3;819.7;58;0.164;;3;70211;16;10;286 
0;0;Тр-р;2300;2302;0;Хабаровская ТЭЦ-1 ЗРУ-35 кВ - Хабаровская ТЭЦ-1 ТГ № 2;0.3;3.93;771.4;49.2;0.164;;3;70211;7;11;205 
0;0;Тр-р;2300;2301;0;Хабаровская ТЭЦ-1 ЗРУ-35 кВ - Хабаровская ТЭЦ-1 ТГ № 1;0.28;3.95;79.3;15.4;0.171;;3;70216;5;-4;103 
0;0;ЛЭП;2125;2117;0;ПС 110 кВ ГВФ 1С 110 - ПС 220 кВ РЦ 1С 110 кВ;1.39;2.86;-18.4;;;;0;0;-18;-6;93 
0;0;ЛЭП;2123;2117;0;ПС 110 кВ СМР - ПС 220 кВ РЦ 1С 110 кВ;0.39;0.81;-5.2;;;;0;0;-16;;78 
0;0;ЛЭП;2123;2118;0;ПС 110 кВ СМР - ПС 220 кВ РЦ 2С 110 кВ;0.39;0.81;-5.2;;;;0;0;-16;;77 
0;0;ЛЭП;2126;2319;0;ПС 110 кВ ГВФ 2С 110  - Хабаровская ТЭЦ-3 ОРУ 110 кВ;1.24;2.56;-16.5;;;;0;0;45;13;227 
0;0;Тр-р;2420;2820;0;ПС 220 кВ Князе-Волконка ОРУ-220 кВ - ПС 220 кВ Князе-Волконка ОРУ-35 кВ;7.87;293.89;2.7;0.6;0.167;;0;0;-19;-5;48 
0;0;Тр-р;2631;2634;0;ПС 220 кВ Ургал ОРУ-220 кВ - ПС 220 кВ Ургал с.т.1АТ;3.05;101.18;7.1;0.9;1;;0;0;-26;-7;65 
0;0;ЛЭП;2522;2646;0;ПС 500 кВ Хабаровская 2СШ 220 кВ - ПС 220 кВ Икура/т 2С 220 кВ;5.17;21.98;-145.4;;;;0;0;-51;;126 
0;0;ЛЭП;2521;2607;0;ПС 500 кВ Хабаровская 1СШ 220 кВ - ПС 220 кВ НПС-1;9.65;41.03;-271.4;;;;0;0;20;-1;62 
0;0;ЛЭП;2522;2643;0;ПС 500 кВ Хабаровская 2СШ 220 кВ - отп.2 ПС 220 кВ Литовко;13.29;56.5;-373.7;;;;0;0;22;4;67 
0;0;ЛЭП;2521;2416;0;ПС 500 кВ Хабаровская 1СШ 220 кВ - ПС 220 кВ Левобережная;8.54;36.3;-240.1;;;;0;0;-34;19;95 
0;0;Тр-р;2501;2503;0;ПС 500 кВ Хабаровская ОРУ-500 кВ Е1 - ПС 500 кВ Хабаровская с.т.1АТ;0.65;71.61;8;1.5;1;;0;0;-84;-13;97 
0;0;Тр-р;2500;2504;0;ПС 500 кВ Хабаровская ОРУ-500 кВ Е2 - ПС 500 кВ Хабаровская с.т.2АТ;0.65;57.63;8;1.5;1;;0;0;-82;-13;95 
0;0;Тр-р;2645;2843;1;ПС 220 кВ Литовко ОРУ-220 кВ - ПС 220 кВ Литовко ОРУ-35 кВ;11;264.5;4.3;0.9;0.177;;18;70254;-3;-22;55 
0;1;Тр-р;2645;2843;2;ПС 220 кВ Литовко ОРУ-220 кВ - ПС 220 кВ Литовко ОРУ-35 кВ;11.09;264.5;4.3;0.9;0.155;;2;70254;;; 
0;0;ЛЭП;2609;2601;0;ПС 220 кВ НПС-3 - ПС 220 кВ Старт 1С 220 кВ;13.96;59.36;-392.6;;;;0;0;24;7;68 
0;0;ЛЭП;2637;2638;0;ПС 220 кВ Тырма - ПС 220 кВ Кульдур;12.35;48.72;-322.2;;;;0;0;34;-7;102 
0;0;ЛЭП;2116;2115;2;ПС 110 кВ МЖК - ПС 110 кВ АК;1.3;2.27;-14.2;;;;0;0;-17;-4;86 
0;0;ЛЭП;2116;2115;1;ПС 110 кВ МЖК - ПС 110 кВ АК;1.3;2.27;-14.2;;;;0;0;-17;-4;86 
0;0;ЛЭП;2107;2108;0;ПС 110 кВ Красицкая - ПС 110 кВ Дормидонтовка;4.71;8.24;-50.4;;;;0;0;-1;1;6 
0;1;Выкл;2210;2211;0;ПС 110 кВ Северная 2c 110  - ПС 110 кВ Северная 1c 110 ;;;;;;;0;0;;; 
0;0;ЛЭП;2224;2221;0;ПС 110 кВ Кедровая 2c-110  - ПС 110 кВ К;10.05;17.59;-109.5;;;;0;0;;;7 
0;0;ЛЭП;2202;2276;0;ПС 220 кВ Старт 2СШ 110 кВ - ПС 110 кВ КСК 2c-110 ;3.59;7.39;-47.6;;;;0;0;-7;-12;66 
0;0;ЛЭП;2276;2203;0;ПС 110 кВ КСК 2c-110  - ПС 110 кВ НПЗ;0.18;0.38;-2.4;;;;0;0;-5;-11;56 
0;0;ЛЭП;2277;2207;0;ПС 110 кВ Байкальская 1c-110  - ПС 110 кВ Т;0.44;1.07;-6.8;;;;0;0;1;-9;46 
0;0;ЛЭП;2211;2221;0;ПС 110 кВ Северная 1c 110  - ПС 110 кВ К;2.83;4.95;-30.8;;;;0;0;1;;5 
0;0;ЛЭП;2209;2277;0;ПС 110 кВ КСК 1c-110 - ПС 110 кВ Байкальская 1c-110 ;0.6;1.4;-9;;;;0;0;-1;-10;50 
0;0;ЛЭП;2201;2209;0;ПС 220 кВ Старт 1СШ 110 кВ - ПС 110 кВ КСК 1c-110;3.59;7.39;-47.6;;;;0;0;-1;-10;50 
0;0;ЛЭП;2201;2210;0;ПС 220 кВ Старт 1СШ 110 кВ - ПС 110 кВ Северная 2c 110 ;10.19;16.23;-100.5;;;;0;0;-2;2;11 
0;0;Выкл;2225;2226;0;ПС 110 кВ Привокзальная 2c-110 - ПС 110 кВ Привокзальная 1c-110;;;;;;;0;0;-2;-3;19 
0;0;ЛЭП;2226;2347;0;ПС 110 кВ Привокзальная 1c-110 - Комсомольская ТЭЦ-1 ЗРУ 110 кВ;0.32;0.78;-5;;;;0;0;5;1;25 
0;0;ЛЭП;2212;2221;0;ПС 110 кВ Солнечная - ПС 110 кВ К;8.8;15.41;-95.9;;;;0;0;9;-3;47 
0;0;ЛЭП;2227;2221;0;ПС 110 кВ Ручей - ПС 110 кВ К;6.52;11.41;-71;;;;0;0;9;-4;47 
0;0;ЛЭП;2212;2227;0;ПС 110 кВ Солнечная - ПС 110 кВ Ручей;2.29;4;-24.9;;;;0;0;8;-4;44 
0;0;ЛЭП;2202;2212;0;ПС 220 кВ Старт 2СШ 110 кВ - ПС 110 кВ Солнечная;4.65;11.35;-72.8;;;;0;0;4;-4;30 
0;0;ЛЭП;2201;2212;0;ПС 220 кВ Старт 1СШ 110 кВ - ПС 110 кВ Солнечная;4.65;11.35;-72.8;;;;0;0;4;-4;30 
0;0;ЛЭП;2206;2335;0;ПС 110 кВ БАМ ПТФ - Комсомольская ТЭЦ-3 ЗРУ 110кВ;0.39;1.76;-10.8;;;;0;0;62;-11;301 
0;0;Выкл;2201;2202;0;ПС 220 кВ Старт 1СШ 110 кВ - ПС 220 кВ Старт 2СШ 110 кВ;;;;;;;0;0;1;-4;18 
0;0;Выкл;2217;2218;0;ПС 110 кВ Гайтер 1с-110  - ПС 110 кВ Гайтер 2с-110 ;;;;;;;0;0;13;-2;61 
0;1;Выкл;2611;2612;0;ПС 220 кВ ГПП-4 2сек.220  - ПС 220 кВ ГПП-4 1сек.220;;;;;;;0;0;;; 
0;0;ЛЭП;2652;2602;0;ПС 220 кВ НПС-2 2С 220 кВ - ПС 220 кВ Старт 2С 220 кВ;21.89;93.06;-615.5;;;;0;0;27;22;87 
0;0;ЛЭП;2644;2645;0;отп.1 ПС 220 кВ Литовко - ПС 220 кВ Литовко ОРУ-220 кВ;0.71;2.41;-15.4;;;;0;0;-3;-21;55 
0;1;ЛЭП;2643;2645;0;отп.2 ПС 220 кВ Литовко - ПС 220 кВ Литовко ОРУ-220 кВ;0.71;2.41;-15.4;;;;0;0;;; 
0;0;ЛЭП;2411;2646;0;ПС 220 кВ Биробиджан - ПС 220 кВ Икура/т 2С 220 кВ;2.01;8.53;-56.4;;;;0;0;44;7;110 
0;0;ЛЭП;2405;2648;0;ПС 220 кВ Лондоко/т 1С 220 кВ - ПС 220 кВ Бира/т 1С 220 кВ ;3;15.93;-105.3;;;;0;0;-2;3;9 
0;0;Выкл;2152;2167;0;ПС 220 кВ Ванино ЗРУ-10 кВ - ПС 220 кВ Ванино БК-(1-6);;;;;;;0;0;;; 
0;0;ЛЭП;2407;2647;0;ПС 220 кВ Бира/т 2С 220 кВ - ПС 220 кВ Лондоко/т 2С 220 кВ;2.98;15.82;-104.6;;;;0;0;;2;10 
0;0;ЛЭП;2650;2649;0;ПС 220 кВ Кимкан/т 1С 220 кВ - ПС 220 кВ Центральная 2СШ 220;1.12;4.16;-27.5;;;;0;0;-52;8;130 
0;0;ЛЭП;2401;2650;0;ПС 220 кВ Облучье - ПС 220 кВ Кимкан/т 1С 220 кВ;3.04;11.34;-75;;;;0;0;-55;10;137 
0;1;Выкл;2423;2651;0;ПС 220 кВ НПС-34 1С 220 кВ  - ПС 220 кВ НПС-34 2С 220 кВ ;;;;;;;0;0;;; 
0;0;Выкл;2152;2162;0;ПС 220 кВ Ванино ЗРУ-10 кВ - ПС 220 кВ Ванино БР-(1-2);;;;;;;0;0;;-22;1201 
0;1;Тр-р;2359;2365;0;Майская ГРЭС I С.Ш. - Майская ГРЭС СК № 5;0.54;7.32;63.7;14.8;0.273;;0;0;;; 
0;1;Выкл;1411;1410;0;ПС 220 кВ Спасск 1СШ 220 - ПС 220 кВ Спасск УШР-1;;;;;;;0;0;;; 
0;0;Тр-р;2364;2363;0;Майская ГРЭС ТГ № 4 - Майская ГРЭС ТГ № 3;0.16;1.12;533.3;81.6;0.3;;0;0;;-1;54 
0;0;Тр-р;2360;2364;0;Майская ГРЭС II С.Ш. - Майская ГРЭС ТГ № 4;0.82;7.68;283.4;24.8;0.287;;5;70210;4;4;83 
0;0;Тр-р;2360;2363;0;Майская ГРЭС II С.Ш. - Майская ГРЭС ТГ № 3;1;7.56;404.8;29.7;0.085;;5;70209;4;5;100 
0;0;Тр-р;2156;2154;0;ПС 220 кВ Ванино с.т.4Т - ПС 220 кВ Ванино 2С-35 кВ;0.77;-2.1;;;0.326;;4;70241;-9;3;153 
0;0;Тр-р;2251;2156;0;ПС 220 кВ Ванино ОРУ-110 кВ - ПС 220 кВ Ванино с.т.4Т;0.94;35.29;6;2.4;0.918;;5;70240;-13;2;62 
0;0;Тр-р;2155;2157;0;ПС 220 кВ Ванино с.т.3Т  - ПС 220 кВ Ванино 1С-10 кВ;0.78;23.9;;;0.096;;0;0;-5;-1;26 
0;0;Тр-р;2155;2153;0;ПС 220 кВ Ванино с.т.3Т  - ПС 220 кВ Ванино 1С-35 кВ;0.79;-1.49;;;0.335;;3;70241;-7;-13;242 
0;0;Тр-р;2370;2371;0;Согаванская ТЭЦ - Совгаванская ТЭЦ ТГ-1;0.62;17.09;5.1;3.6;0.09;;1;70243;15;;783 
0;0;Тр-р;2370;2372;0;Согаванская ТЭЦ - Совгаванская ТЭЦ ТГ-2;0.61;16.94;0.6;3.4;0.09;;1;70243;15;;783 
0;0;Выкл;2871;2872;0;ПС 35 кВ Тишкино 1с-35  - ПС 35 кВ Тишкино 2с-35;;;;;;;0;0;-2;-1;42 
0;0;Выкл;2359;2360;0;Майская ГРЭС I С.Ш. - Майская ГРЭС II С.Ш.;;;;;;;0;0;-3;1;51 
0;0;ЛЭП;2871;2359;0;ПС 35 кВ Тишкино 1с-35  - Майская ГРЭС I С.Ш.;6.25;8.92;-55.4;;;;0;0;2;;30 
0;0;ЛЭП;2874;2360;0;ПС 35 кВ Южная  - Майская ГРЭС II С.Ш.;2.76;4.87;-30.4;;;;0;0;4;1;59 
0;0;ЛЭП;2877;2360;0;ПС 35 кВ РП-1 - Майская ГРЭС II С.Ш.;0.45;0.92;-6;;;;0;0;7;3;126 
0;0;ЛЭП;2876;2877;0;ПС 35 кВ РП-4 - ПС 35 кВ РП-1;0.96;1.97;-12.7;;;;0;0;7;3;119 
0;0;ЛЭП;2875;2876;0;ПС 35 кВ Лесозаводская - ПС 35 кВ РП-4;1.32;2.72;-17.5;;;;0;0;-1;-1;17 
0;0;ЛЭП;2874;2875;0;ПС 35 кВ Южная  - ПС 35 кВ Лесозаводская;0.22;0.46;-3;;;;0;0;-2;-1;34 
0;0;ЛЭП;2872;2874;0;ПС 35 кВ Тишкино 2с-35 - ПС 35 кВ Южная ;1.44;2.52;-15.7;;;;0;0;;-2;26 
0;1;ЛЭП;2872;2873;0;ПС 35 кВ Тишкино 2с-35 - ПС 35 кВ Монгохто;4.1;7.16;-44.5;;;;0;0;;; 
0;0;ЛЭП;2154;2873;0;ПС 220 кВ Ванино 2С-35 кВ - ПС 35 кВ Монгохто;4.6;7.9;-49.6;;;;0;0;-4;-1;63 
0;0;ЛЭП;2251;2370;1;ПС 220 кВ Ванино ОРУ-110 кВ - Согаванская ТЭЦ;4.42;14.97;-105.1;;;;0;0;5;4;30 
0;1;Выкл;7208;7209;0;ПС 110 кВ Намыв 1СШ - ПС 110 кВ Намыв 2СШ;;;;;;;0;0;;; 
0;0;Выкл;1412;1410;0;ПС 220 кВ Спасск 2СШ 220 - ПС 220 кВ Спасск УШР-1;;;;;;;0;0;;-3;7 
0;0;ЛЭП;2251;2370;2;ПС 220 кВ Ванино ОРУ-110 кВ - Согаванская ТЭЦ;4.42;14.97;-105.1;;;;0;0;5;4;30 
0;0;ЛЭП;2153;2872;0;ПС 220 кВ Ванино 1С-35 кВ - ПС 35 кВ Тишкино 2с-35;0.73;0.92;-8;;;;0;0;-2;-1;32 
0;0;Тр-р;2315;2300;0;Хабаровская ТЭЦ-1 с.т.4Т - Хабаровская ТЭЦ-1 ЗРУ-35 кВ;0.39;-1.27;;;0.343;;2;70241;-21;;323 
0;1;Выкл;2844;2836;0;ПС 35 кВ Интурист 2С-35 кВ - ПС 35 кВ Интурист 1С-35 кВ;;;;;;;0;0;;; 
0;0;ЛЭП;2840;2844;0;ПС 110 кВ ХЭС 2С 35  - ПС 35 кВ Интурист 2С-35 кВ;0.38;0.66;-4.1;;;;0;0;-5;-2;83 
0;0;ЛЭП;2819;2836;0;ПС 110 кВ ХЭС 1С 35  - ПС 35 кВ Интурист 1С-35 кВ;0.38;0.66;-4.1;;;;0;0;-6;-2;102 
0;1;Выкл;2846;2825;0;ПС 35 кВ БН 2СШ-35 - ПС 35 кВ БН 1СШ-35;;;;;;;0;0;;; 
0;1;ЛЭП;2846;2844;0;ПС 35 кВ БН 2СШ-35 - ПС 35 кВ Интурист 2С-35 кВ;0.55;0.94;-7.8;;;;0;0;;; 
0;1;ЛЭП;2825;2836;0;ПС 35 кВ БН 1СШ-35 - ПС 35 кВ Интурист 1С-35 кВ;0.55;0.94;-7.8;;;;0;0;;; 
0;0;Тр-р;2633;2831;0;ПС 220 кВ Ургал с.т.2АТ - ПС 220 кВ Ургал ОРУ-35 кВ;7.3;192.71;;;0.167;;0;0;-8;;21 
0;1;Выкл;2848;2824;0;ПС 35 кВ СДВ 2С 35  - ПС 35 кВ СДВ 1С 35;;;;;;;0;0;;; 
0;0;ЛЭП;2848;2846;0;ПС 35 кВ СДВ 2С 35  - ПС 35 кВ БН 2СШ-35;0.75;1.31;-8.1;;;;0;0;-10;-2;158 
0;0;ЛЭП;2824;2825;0;ПС 35 кВ СДВ 1С 35 - ПС 35 кВ БН 1СШ-35;0.75;1.31;-8.1;;;;0;0;-9;-3;147 
0;0;ЛЭП;2300;2848;0;Хабаровская ТЭЦ-1 ЗРУ-35 кВ - ПС 35 кВ СДВ 2С 35 ;0.64;2.12;-27.6;;;;0;0;-16;-5;263 
0;0;ЛЭП;2300;2824;0;Хабаровская ТЭЦ-1 ЗРУ-35 кВ - ПС 35 кВ СДВ 1С 35;0.64;2.12;-27.5;;;;0;0;-25;-9;408 
0;0;ЛЭП;2862;2842;0;ПС 110 кВ Ц 2 СШ 35  - ПС 35 кВ Ханкайская 2С-35 кВ;0.82;1;-24.8;;;;0;0;-3;-1;58 
0;1;Выкл;2862;2822;0;ПС 110 кВ Ц 2 СШ 35  - ПС 110 кВ Ц 1 СШ 35 ;;;;;;;0;0;;; 
0;0;ЛЭП;2822;2823;0;ПС 110 кВ Ц 1 СШ 35  - ПС 35 кВ Ханкайская 1С-35 кВ;0.82;1;-24.8;;;;0;0;-5;-2;91 
0;1;ЛЭП;2840;2823;0;ПС 110 кВ ХЭС 2С 35  - ПС 35 кВ Ханкайская 1С-35 кВ;0.34;0.59;-3.9;;;;0;0;;; 
0;1;ЛЭП;2819;2842;0;ПС 110 кВ ХЭС 1С 35  - ПС 35 кВ Ханкайская 2С-35 кВ;0.34;0.59;-3.9;;;;0;0;;; 
0;0;Тр-р;2161;2862;0;ПС 110 кВ Ц 2С 110  - ПС 110 кВ Ц 2 СШ 35 ;1.47;34.78;17.5;4.1;0.313;;6;70260;-11;-5;60 
0;1;Выкл;2161;2121;0;ПС 110 кВ Ц 2С 110  - ПС 110 кВ Ц 1С 110 ;;;;;;;0;0;;; 
0;0;Тр-р;2121;2822;0;ПС 110 кВ Ц 1С 110  - ПС 110 кВ Ц 1 СШ 35 ;1.45;33.39;17.2;4.1;0.313;;6;70260;-18;-7;94 
0;1;Выкл;2819;2840;0;ПС 110 кВ ХЭС 1С 35  - ПС 110 кВ ХЭС 2С 35 ;;;;;;;0;0;;; 
0;0;Тр-р;2174;2819;0;ПС 110 кВ ХЭС 1С 110  - ПС 110 кВ ХЭС 1С 35 ;1.6;34.78;7.9;2.2;0.302;;4;70260;-14;-5;71 
0;0;Тр-р;2119;2840;0;ПС 110 кВ ХЭС 2С 110  - ПС 110 кВ ХЭС 2С 35 ;1.63;34.65;7.3;2.2;0.307;;5;70260;-9;-4;50 
0;0;ЛЭП;2171;2119;0;ПС 110 кВ НПЗ 1СШ 110  - ПС 110 кВ ХЭС 2С 110 ;0.54;1.12;-7.2;;;;0;0;-9;-4;50 
0;1;Выкл;2174;2119;0;ПС 110 кВ ХЭС 1С 110  - ПС 110 кВ ХЭС 2С 110 ;;;;;;;0;0;;; 
0;0;ЛЭП;2117;2171;0;ПС 220 кВ РЦ 1С 110 кВ - ПС 110 кВ НПЗ 1СШ 110 ;1.25;3.06;-19.6;;;;0;0;-35;-9;174 
0;0;Выкл;2172;2171;0;ПС 110 кВ НПЗ 2СШ 110  - ПС 110 кВ НПЗ 1СШ 110 ;;;;;;;0;0;-2;-5;28 
0;0;ЛЭП;2172;2319;0;ПС 110 кВ НПЗ 2СШ 110  - Хабаровская ТЭЦ-3 ОРУ 110 кВ;1.83;5.96;-42.1;;;;0;0;46;20;243 
0;0;ЛЭП;2172;2174;0;ПС 110 кВ НПЗ 2СШ 110  - ПС 110 кВ ХЭС 1С 110 ;0.54;1.12;-7.2;;;;0;0;-14;-5;71 
0;0;Выкл;2131;2132;0;ПС 220 кВ Хехцир 1С 110 кВ - ПС 220 кВ Хехцир 2С 110 кВ;;;;;;;0;0;29;15;160 
0;0;Выкл;2431;2432;0;ПС 220 кВ Хехцир 1С 220 кВ - ПС 220 кВ Хехцир 2С 220 кВ;;;;;;;0;0;-10;-8;32 
0;0;Выкл;2417;2418;0;ПС 220 кВ РЦ 1С 220 кВ - ПС 220 кВ РЦ 2С 220 кВ;;;;;;;0;0;-6;-2;16 
0;0;Тр-р;2634;2831;0;ПС 220 кВ Ургал с.т.1АТ - ПС 220 кВ Ургал ОРУ-35 кВ;8.06;192.71;;;0.167;;0;0;-9;-4;24 
0;0;Выкл;2501;2514;0;ПС 500 кВ Хабаровская ОРУ-500 кВ Е1 - ПС 500 кВ Хабаровская Р-514;;;;;;;0;0;151;-1;172 
0;0;Выкл;2500;2514;0;ПС 500 кВ Хабаровская ОРУ-500 кВ Е2 - ПС 500 кВ Хабаровская Р-514;;;;;;;0;0;150;-1;171 
0;0;Выкл;2501;2512;0;ПС 500 кВ Хабаровская ОРУ-500 кВ Е1 - ПС 500 кВ Хабаровская Р-512;;;;;;;0;0;39;14;47 
0;0;Выкл;2500;2512;0;ПС 500 кВ Хабаровская ОРУ-500 кВ Е2 - ПС 500 кВ Хабаровская Р-512;;;;;;;0;0;39;14;47 
0;0;Выкл;2501;2513;0;ПС 500 кВ Хабаровская ОРУ-500 кВ Е1 - ПС 500 кВ Хабаровская Р-513;;;;;;;0;0;-255;-1;290 
0;0;Выкл;2500;2513;0;ПС 500 кВ Хабаровская ОРУ-500 кВ Е2 - ПС 500 кВ Хабаровская Р-513;;;;;;;0;0;-255;-1;291 
0;0;ЛЭП;2323;2324;0;Амурская ТЭЦ-1 ТГ № 3 - Амурская ТЭЦ-1 ТГ № 4;;0.12;;;;;0;0;29;6;2707 
0;0;ЛЭП;2322;2324;0;Амурская ТЭЦ-1 ТГ № 2 - Амурская ТЭЦ-1 ТГ № 4;;0.12;;;;;0;0;29;7;2717 
0;0;ЛЭП;2321;2323;0;Амурская ТЭЦ-1 ТГ № 1 - Амурская ТЭЦ-1 ТГ № 3;;0.12;;;;;0;0;2;1;206 
0;0;ЛЭП;2321;2322;0;Амурская ТЭЦ-1 ТГ № 1 - Амурская ТЭЦ-1 ТГ № 2;;0.12;;;;;0;0;2;1;195 
0;0;ЛЭП;2341;2342;0;Комсомольская ТЭЦ-1 ТГ № 1 - Комсомольская ТЭЦ-1 ТГ № 2;;0.18;;;;;0;0;2;2;243 
0;0;ЛЭП;2343;2342;0;Комсомольская ТЭЦ-1 ГРУ-6 кВ - Комсомольская ТЭЦ-1 ТГ № 2;;0.18;;;;;0;0;1;1;156 
0;0;Тр-р;2633;2231;0;ПС 220 кВ Ургал с.т.2АТ - ПС 220 кВ Ургал ОРУ-110 кВ;0.39;-7.98;;;0.526;;10;70232;-17;-14;57 
0;0;ЛЭП;2354;2355;0;Комсомольская ТЭЦ-2 ГРУ 6 кВ  - Комсомольская ТЭЦ-2 ТГ № 5 ;;0.36;;;;;0;0;5;3;566 
0;0;Тр-р;2634;2231;0;ПС 220 кВ Ургал с.т.1АТ - ПС 220 кВ Ургал ОРУ-110 кВ;1.15;-7.98;;;0.518;;12;70232;-17;-1;42 
0;0;ЛЭП;2353;2354;0;Комсомольская ТЭЦ-2 ГРУ 6 кВ 1сек - Комсомольская ТЭЦ-2 ГРУ 6 кВ ;;0.1;;;;;0;0;-2;;148 
0;0;ЛЭП;2221;2220;2;ПС 110 кВ К - ПС 110 кВ ГПП-5;0.2;0.9;-5.6;;;;0;0;59;-6;281 
