sel;sta;tip;ny;name;uhom;nsx;pn;qn;pg;qg;vzd;qmin;qmax;bshr;gshr;vras;delta;qnr;pnr 
0;0;Нагр;4115;ПС 110 кВ Дежневская 1С;110;1;4.7;0.4;;;;;;;;119.71;-19.89;;5 
0;0;Нагр;4108;ПС 110 кВ Верхний Куранах;110;1;4.1;0.7;;;;;;;;115.39;-38.17;1;4 
0;0;Нагр;4603;ПС 220 кВ Нижний Куранах ср.т. АТ-1;220;0;;;;;;;;;;215.84;-38.05;; 
0;0;Нагр;4311;Нерюнгринская ГРЭС 1СШ-220;220;0;;;;;;;;;;235.91;-23.34;; 
0;0;Нагр;4318;Нерюнгринская ГРЭС 2СШ-110;110;0;;;;;;;;;;120.52;-19.05;; 
0;0;Нагр;4317;Нерюнгринская ГРЭС 1СШ-110;110;0;;;;;;;;;;120.52;-19.05;; 
0;0;Нагр;4322;Чульманская ТЭЦ 2СШ-110;110;1;2.7;2.6;;;;;;;;119.26;-20.36;3;3 
0;0;Нагр;4321;Чульманская ТЭЦ 1СШ-110;110;1;4.2;5.2;;;;;;;;119.26;-20.36;6;4 
0;0;Нагр;4801;ПС 220 кВ Нижний Куранах 1С-35 кВ;35;2;7;3.3;;;;;;13493;;33.11;-39.62;3;7 
0;0;Нагр;4602;ПС 220 кВ Нижний Куранах 2С-220 кВ;220;0;;;;;;;;;;229.82;-37.94;; 
0;0;Нагр;4601;ПС 220 кВ Нижний Куранах 1С-220 кВ;220;0;;;;;;;;;;229.82;-37.94;; 
0;0;Нагр;4617;ПС 220 кВ НПС-17 2С-220;220;1;11;3.2;;;;;;;;230.33;-36.05;4;11 
0;0;Нагр;4616;отп.2 ПС 220 кВ НПС-17;220;0;;;;;;;;;;230.35;-36.04;; 
0;0;Нагр;4615;отп.1 ПС 220 кВ НПС-17;220;0;;;;;;;;;;230.04;-36.17;; 
0;0;Нагр;4116;ПС 110 кВ Угольная 1С;110;1;1.3;0.1;;;;;;;;118.99;-21.31;;1 
0;0;Нагр;4117;ПС 110 кВ Хатыми;110;1;0.2;0.1;;;;;;;;118.24;-23.62;; 
0;1;Нагр;4327;Чульманская ТЭЦ ТГ 7;6;1;1.4;2.2;;;6.3;;;;;;;; 
0;0;Ген-;4326;Чульманская ТЭЦ ТГ 6;6;2;1.4;1.9;1.2;-4.6;6.3;-4.6;11.2;;;6.54;-20.34;2;1 
0;1;Нагр;4325;Чульманская ТЭЦ ТГ 5;6;2;1.4;1.4;;;6.3;;;;;;;; 
0;0;Ген-;4323;Чульманская ТЭЦ ТГ 3;6;2;1.4;1.7;5;-4;6.3;-4;11;;;6.44;-18.09;2;1 
0;0;Нагр;4315;Нерюнгринская ГРЭС 1С-35;35;2;7.4;5.1;;;;;;;;38.59;-19.28;7;8 
0;0;Ген;4301;Нерюнгринская ГРЭС Блок 1;16;2;13;14;200;45.6;15.9;-14.3;141.3;;;15.9;-13.96;14;13 
0;0;Ген;4302;Нерюнгринская ГРЭС Блок 2;16;2;0.9;;175;34;15.9;-36.7;151.4;;;15.9;-14.94;;1 
0;0;Ген;4303;Нерюнгринская ГРЭС Блок 3;16;2;12;8.4;175;42.7;15.6;-36.7;151.4;;;15.6;-18.72;8;12 
0;0;Нагр;4313;Нерюгринская ГРЭС ср.т.2АТ ;220;0;;;;;;;;;;233.54;-18.82;; 
0;0;Нагр;4300;Нерюгринская ГРЭС ср.т.1АТ ;220;0;;;;;;;;;;233.52;-18.61;; 
0;0;Нагр;3210;ПС 220 кВ Февральская ОРУ 110 кВ;110;1;1.8;;;;;;;;;125.27;-22.66;;2 
0;0;Нагр;3211;ПС 220 кВ Февральская ср.т. АТ-1;220;0;;;;;;;;;;230.13;-22.84;; 
0;0;Нагр;3212;ПС 220 кВ Февральская ср.т. АТ-2;220;0;;;;;;;;;;229.94;-22.63;; 
0;0;Нагр;3301;Райчихинская ГРЭС ОРУ 220 кВ;220;0;;;;;;;;;;237.49;-9.66;; 
0;0;Нагр;3477;ПС 220 кВ Хвойная ОРУ 220 кВ;220;0;;;;;;;;;;236.44;-11;; 
0;0;Нагр;3484;ПС 220 кВ НПС-27;220;1;7.7;1;;;;;;;;238.11;-9.31;1;8 
0;0;Нагр;3471;ПС 220 кВ Белогорск 1С-220 кВ;220;1;33.3;4.3;;;;;;;;235.58;-13.54;5;35 
0;0;Нагр;3541;ПС 500 кВ Амурская 1СШ-220 кВ;220;1;21.9;9.1;;;;;;;;235.51;-14.47;10;23 
0;0;Нагр;3414;ПС 220 кВ Новокиевка;220;0;;;;;;;;;;237.58;-18.06;; 
0;0;Нагр;3463;ПС 220 кВ Ледяная;220;1;13.2;4;;;;;;;;234.71;-16.51;4;14 
0;0;Нагр;3458;ПС 220 кВ Шимановск;220;1;11.9;4.3;;;;;;;;234.62;-17.01;5;12 
1;1;Нагр;3452;ПС 220 кВ Строительная;220;0;;;;;;;;;;;;; 
0;0;Нагр;3451;ПС 220 кВ Сиваки ОРУ 220 кВ;220;1;2.6;0.2;;;;;;;;234.38;-17.8;;3 
0;0;Нагр;3442;ПС 220 кВ Ключевая 2С-220 кВ;220;0;;;;;;;;;;232.57;-18.17;; 
0;0;Нагр;3441;ПС 220 кВ Ключевая 1С-220 кВ;220;0;;;;;;;;;;232.57;-18.17;; 
0;0;Нагр;3510;Зейская ГЭС Ш-АТ-220;220;0;;;;;;;;;;244.5;-10.61;; 
0;0;Нагр;3521;Зейская ГЭС 1C-220;220;0;;;;;;;;;;244.5;-10.61;; 
0;0;Нагр;3522;Зейская ГЭС 2C-220;220;1;19.5;2.6;;;;;;;;244.5;-10.61;3;21 
0;0;Нагр;3438;ПС 220 кВ Магдагачи 2С-220 кВ;220;1;9.7;11.8;;;;;;;;229.93;-19.7;13;10 
0;0;Нагр;3437;ПС 220 кВ Магдагачи 1С-220 кВ;220;1;18.2;13.5;;;;;;;;229.93;-19.7;15;19 
0;0;Ген+;3421;ПС 220 кВ Сковородино 1С-220 кВ;220;0;;;;-5;222.5;-100;-5;;;222;-28.31;; 
0;0;Нагр;3422;ПС 220 кВ Сковородино 2С-220 кВ;220;0;;;;;;;;;;222;-28.31;; 
0;0;Нагр;3401;ПС 220 кВ Тында 1С-220;220;0;;;;;;;;;;226.29;-27.09;; 
0;0;Нагр;4307;ПП 220 кВ Нагорный;220;0;;;;;;;;;;232.58;-25.15;; 
0;0;Нагр;3443;ПС 220 кВ Светлая 1СШ;220;1;31.9;5;;;;;;;;243.69;-11.08;6;34 
0;0;Нагр;3485;ПС 220 кВ Тарманчукан/т СШ1-220;220;1;6.4;4.6;;;;;;;;236.41;-12.03;5;7 
0;0;Нагр;8702;ПС 220 кВ Айгунь;220;1;29;10.1;;;;;;;;233.97;-13;11;30 
0;0;Нагр;3487;ПС 220 кВ Ядрин/т;220;1;13.7;14;;;;;;;;235.22;-13.35;16;14 
0;0;Нагр;3445;ПС 220 кВ Энергия 1С-220 кВ;220;1;15.1;4.4;;;;;;;;244.18;-10.79;5;16 
0;0;Нагр;3446;ПС 220 кВ Энергия 2С-220 кВ;220;1;15.1;4.4;;;;;;;;244.19;-10.78;5;16 
0;0;Нагр;3465;ПС 220 кВ Благовещенская 1С-220 кВ;220;0;;;;;;;;;;234.27;-12.83;; 
0;0;Нагр;3470;ПС 220 кВ Свободный;220;1;11.8;5.6;;;;;;;;235.34;-14.47;6;12 
0;0;Нагр;3483;ПС 220 кВ Архара;220;1;21.8;14.7;;;;;;;;237.99;-10.08;17;23 
0;0;Нагр;3461;ПС 220 кВ Ледяная/т 1С-220;220;1;4.4;5;;;;;;;;235.15;-15.62;6;5 
0;0;Ген;3412;ПС 220 кВ Февральская 2С-220 кВ;220;0;;;;-62;232.5;-63;-3.1;;;232.55;-20.78;; 
0;0;Нагр;2551;ПС 500 кВ Комсомольская ОРУ-110 кВ;110;1;13.9;1.9;;;;;;;;121.05;-6.04;2;15 
0;0;Нагр;2611;ПС 220 кВ ГПП-4 2сек.220 ;220;1;84.9;5.1;;;;;;;;240.18;-10.3;6;90 
0;0;Нагр;2564;ПС 500 кВ Хехцир 2 ОРУ-500 кВ Е4;500;0;;;;;;;;;;511.81;-16.78;; 
0;0;Нагр;2563;ПС 500 кВ Хехцир 2 ОРУ-500 кВ Е2, Е3;500;0;;;;;;;;;;511.8;-16.78;; 
0;0;Ген;2324;Амурская ТЭЦ-1 ТГ № 4;6;1;2.1;1.7;60;20.1;6.5;15;48.4;;;6.46;2.32;2;2 
0;0;Ген;2325;Амурская ТЭЦ-1 ТГ № 5;11;2;7.2;5.1;80;27.2;10.9;25;83;;;10.92;-0.59;6;7 
0;0;Нагр;2561;ПС 500 кВ Хехцир 2 ОРУ-500 кВ Е1;500;0;;;;;;;;;;511.8;-16.78;; 
0;0;Нагр;2341;Комсомольская ТЭЦ-1 ТГ № 1;6;2;2.1;1.6;;;;;;;;6.32;-6.51;2;2 
0;0;Нагр;2451;ПС 220 кВ Розенгартовка/т;220;1;5.8;3.8;;;;;;;;241.04;-20.83;5;6 
0;0;Нагр;2453;ПС 220 кВ Бикин/т;220;1;16;10.8;;;;;;;;240.8;-21.92;13;17 
0;0;Нагр;2278;Амурская ТЭЦ-1 1 секция 35кВ;35;2;8.9;2.8;;;;;;;;36.5;-3.14;3;9 
0;0;Нагр;2345;Комсомольская ТЭЦ-1 ОРУ 35 кВ;35;2;10;3.5;;;;;;;;38.33;-6.71;4;11 
0;0;Нагр;2350;Комсомольская ТЭЦ-2 35 кВ;35;2;4.1;1.6;;;;;;;;36.43;-5.65;2;4 
0;0;Нагр;2870;ПС 35 кВ Терминал;35;2;7.6;4.3;;;;;;;;36.26;-13.64;5;8 
0;0;Нагр;2402;ПС 220 кВ НПС-30;220;1;20.2;2.3;;;;;;;;235.18;-13.63;3;21 
0;0;Нагр;2447;ПС 220 кВ Аван/т 1СШ;220;1;5.7;3.6;;;;;;;;240.35;-19.94;4;6 
0;0;Нагр;2448;ПС 220 кВ Аван/т 2СШ;220;1;5.7;1.8;;;;;;;;240.35;-19.94;2;6 
1;1;Нагр;2619;ПС 220 кВ Тумнин;220;0;;;;;;;;;;;;; 
0;0;Нагр;2617;ПС 220 кВ Уктур;220;1;1;0.1;;;;;;;;243;-10.22;;1 
0;0;Нагр;2160;ПС 220 кВ Ванино с.т.2АТ;220;0;;;;;;;;;;240.62;-11.82;; 
0;0;Нагр;2652;ПС 220 кВ НПС-2 2С 220 кВ;220;1;0.8;0.8;;;;;;;;235.87;-11.57;1;1 
0;0;Нагр;2609;ПС 220 кВ НПС-3;220;1;1.7;1.7;;;;;;;;240.27;-10.58;2;2 
0;0;Нагр;2321;Амурская ТЭЦ-1 ТГ № 1;6;1;3.9;2;;;6.3;;;;;6.3;-2.9;2;4 
0;0;Нагр;2608;ПС 220 кВ НПС-2 1С 220 кВ;220;1;0.7;0.7;;;;;;1281;4;235.87;-11.57;1;1 
0;0;Нагр;2607;ПС 220 кВ НПС-1;220;1;1.7;1.4;;;;;;;;236.4;-12.44;2;2 
0;0;Нагр;2612;ПС 220 кВ ГПП-4 1сек.220;220;1;;;;;;;;;;240.87;-9.31;; 
0;0;Нагр;2322;Амурская ТЭЦ-1 ТГ № 2;6;2;3;2;;;6.3;;;;;6.32;-2.57;2;3 
0;0;Нагр;2101;ПС 110 кВ Бикин;110;1;13.1;4.8;;;;;;;;116.14;-24.27;5;14 
0;0;Нагр;2352;Комсомольская ТЭЦ-2 с.т.2Т;110;0;;;;;;;;;;114.93;-5.27;; 
0;0;Нагр;2348;Комсомольская ТЭЦ-1 с.т.С3Т;110;0;;;;;;;;;;115.83;-6.35;; 
0;0;Нагр;2328;Амурская ТЭЦ-1 с.т.2Т;110;0;;;;;;;;;;115.18;-2.53;; 
0;0;Нагр;2327;Амурская ТЭЦ-1 с.т.1Т;110;0;;;;;;;;;;115.21;-2.55;; 
0;0;Нагр;2419;ПС 220 кВ Амур;220;1;0.4;;;;;;;;;238.19;-14.86;; 
0;0;Нагр;2401;ПС 220 кВ Облучье;220;1;4.8;2.9;;;;;;;;235.23;-13.59;3;5 
0;0;Нагр;2635;ПС 220 кВ Этеркан ОРУ-220 кВ;220;0;;;;;;;;;;235.28;-20.13;; 
0;0;Нагр;2225;ПС 110 кВ Привокзальная 2c-110;110;1;5.8;2.3;;;;;;;;121.34;-5.52;3;6 
0;0;Нагр;2230;ПС 110 кВ Хурба;110;1;4.9;3.6;;;;;;;;121.83;-5.29;4;5 
0;0;Нагр;2203;ПС 110 кВ НПЗ;110;1;24.3;6.3;;;;;;;;120.6;-6.44;7;26 
0;0;Нагр;2323;Амурская ТЭЦ-1 ТГ № 3;6;2;2;1.9;;;6.3;;;;;6.32;-2.55;2;2 
0;0;Нагр;2201;ПС 220 кВ Старт 1СШ 110 кВ;110;1;0.2;0.1;;;;;;;;121.57;-6.41;; 
0;0;Нагр;2204;ПС 110 кВ Байкальская 2c-110 ;110;1;2.7;2.2;;;;;;;;120.65;-6.35;3;3 
0;0;Нагр;2205;ПС 220 кВ Парус ОРУ-110 кВ;110;1;1.2;0.2;;;;;;;;121.2;-5.8;;1 
0;0;Нагр;2208;отп. Парус;110;0;;;;;;;;;;121.22;-5.78;; 
0;0;Нагр;2625;ПС 220 кВ Ванино ОРУ-220 кВ;220;0;;;;;;;;;;243.91;-11.32;; 
0;0;Нагр;2360;Майская ГРЭС II С.Ш.;35;2;;;;;;;;;;36.78;-12.65;; 
0;0;Нагр;2228;ПС 110 кВ КНПЗ-2;110;0;;;;;;;;;;121.67;-4.75;; 
0;0;Нагр;2335;Комсомольская ТЭЦ-3 ЗРУ 110кВ;110;0;;;;;;;;;;121.67;-4.75;; 
0;0;Ген;2331;Комсомольская ТЭЦ-3 Блок 1;16;2;14.1;10.7;140;5;15.8;-57;166.7;;;15.8;-1.8;11;14 
0;0;Ген;2332;Комсомольская ТЭЦ-3 Блок 2;16;2;3.9;3.3;140;-2.1;15.8;-92.6;166.5;;;15.8;-1.53;3;4 
0;0;Нагр;2220;ПС 110 кВ ГПП-5;110;1;18.3;5.3;;;;;;;;121.46;-5.29;6;20 
0;0;Нагр;2605;ПС 220 кВ Парус ОРУ-220 кВ;220;0;;;;;;;;;;241.29;-8.56;; 
0;0;Нагр;2601;ПС 220 кВ Старт 1С 220 кВ;220;0;;;;;;;;;;240.76;-9.11;; 
0;0;Нагр;2626;ПС 220 кВ Горин ОРУ-220 кВ;220;0;;;;;;;;;;238.82;-10.7;; 
0;0;Нагр;2826;ПС 220 кВ Горин ОРУ-35 кВ;35;2;4.6;0.7;;;;;;13493;81;32.71;-11.85;1;4 
0;0;Нагр;2627;ПС 220 кВ Березовая ОРУ-220 кВ;220;0;;;;;;;;;;236.48;-13.33;; 
0;0;Нагр;2628;ПС 220 кВ Джамку ОРУ-220 кВ;220;0;;;;;;;;;;235.54;-15.44;; 
0;0;Нагр;2631;ПС 220 кВ Ургал ОРУ-220 кВ;220;0;;;;;;;;;;234.67;-19.14;; 
0;0;Нагр;2613;ПС 220 кВ Селихино ОРУ-220 кВ ;220;0;;;;;;;;;;243.09;-9.77;; 
0;0;Нагр;2621;ПС 220 кВ Высокогорная ОРУ-220 кВ;220;0;;;;;;;;;;241.69;-10.53;; 
0;0;Нагр;2821;ПС 220 кВ Высокогорная ОРУ-35 кВ;35;2;4.8;0.9;;;;;;26716;158;34.95;-11.09;1;5 
0;0;Нагр;2329;Амурская ТЭЦ-1 ЗРУ 110кВ;110;1;13.3;4;;;;;;;;123.74;-3.86;5;14 
0;0;Нагр;2835;ПС 220 кВ Этеркан ОРУ-35 кВ;35;2;4;1.8;;;;;;;;36.74;-21.24;2;4 
0;0;Нагр;2629;ПС 220 кВ Сулук ОРУ-220 кВ;220;0;;;;;;;;;;234.7;-17.69;; 
0;0;Нагр;2829;ПС 220 кВ Сулук ОРУ-35 кВ;35;2;2.4;0.5;;;;;;13493;81;32.89;-18.23;;2 
0;0;Нагр;2417;ПС 220 кВ РЦ 1С 220 кВ;220;0;;;;;;;;;;237.92;-14.91;; 
0;0;Нагр;2415;ПС 220 кВ Волочаевка/т;220;1;23.3;6.8;;;;;;;;237.18;-14.41;8;24 
0;0;Нагр;2411;ПС 220 кВ Биробиджан;220;1;69.8;15.7;;;;;;;;234.97;-14.88;18;73 
0;0;Нагр;2404;ПС 220 кВ Центральная 1СШ 220;220;1;16.9;6.3;;;;;;;;234.79;-14.47;7;18 
0;0;Нагр;2641;ПС 220 кВ Лондоко ОРУ-220 кВ;220;1;22.3;11.1;;;;;;;;234.89;-14.95;13;23 
0;0;Нагр;2221;ПС 110 кВ К;110;1;7.3;2.3;;;;;;;;121.41;-5.5;3;8 
0;0;Нагр;2117;ПС 220 кВ РЦ 1С 110 кВ;110;1;57.5;12.6;;;;;;;;119.85;-18.05;15;61 
0;0;Нагр;2118;ПС 220 кВ РЦ 2С 110 кВ;110;1;34.1;11.4;;;;;;;;119.85;-18.05;13;36 
0;0;Нагр;2638;ПС 220 кВ Кульдур;220;1;1;0.4;;;;;;;;235.79;-15.52;;1 
0;0;Нагр;2820;ПС 220 кВ Князе-Волконка ОРУ-35 кВ;35;2;17.5;2.5;;;;;;;;38.92;-21.29;3;19 
0;0;Нагр;2445;ПС 220 кВ Гидролизная;220;1;4.5;1.8;;;;;;;;239.02;-18.06;2;5 
0;0;Нагр;2121;ПС 110 кВ Ц 1С 110 ;110;0;;;;;;;;;;118.65;-18.5;; 
0;0;Нагр;2161;ПС 110 кВ Ц 2С 110 ;110;0;;;;;;;;;;118.77;-18.43;; 
0;0;Нагр;2172;ПС 110 кВ НПЗ 2СШ 110 ;110;1;28.7;8;;;;;;;;119.25;-18.43;9;30 
0;0;Нагр;2171;ПС 110 кВ НПЗ 1СШ 110 ;110;1;25.9;9;;;;;;;;119.25;-18.43;10;27 
0;0;Нагр;2174;ПС 110 кВ ХЭС 1С 110 ;110;0;;;;;;;;;;119.14;-18.48;; 
0;0;Нагр;2822;ПС 110 кВ Ц 1 СШ 35 ;35;2;12.3;3.2;;;;;;;;36.47;-20.95;4;13 
0;0;Нагр;2862;ПС 110 кВ Ц 2 СШ 35 ;35;2;7.4;2.9;;;;;;;;36.65;-20;3;8 
0;0;Нагр;2122;ПС 110 кВ Городская 1с 110 ;110;1;18;3.5;;;;;;;;118.46;-18.56;4;19 
0;0;Нагр;2150;ПС 220 кВ Ванино с.т.1АТ;220;0;;;;;;;;;;240.6;-11.82;; 
0;0;Нагр;2347;Комсомольская ТЭЦ-1 ЗРУ 110 кВ;110;0;;;;;;;;;;121.35;-5.5;; 
1;0;Ген;2371;Совгаванская ТЭЦ ТГ-1;11;0;4.1;1.6;19;1.9;11;-23.7;65.2;;;11;-10.53;2;4 
1;0;Ген;2372;Совгаванская ТЭЦ ТГ-2;11;0;4.1;1.6;19;1.9;11;-23.7;65.2;;;11;-10.54;2;4 
0;0;Нагр;2408;ПС 220 кВ НПС-32;220;1;11.9;;;;;;;;;236.72;-13.62;;13 
0;0;Нагр;3499;ПС 220 кВ НПС-26;220;1;5.2;0.1;;;;;;;;235.63;-13.85;;5 
0;0;Нагр;2251;ПС 220 кВ Ванино ОРУ-110 кВ;110;1;3.3;;;;;;;;;121.56;-11.74;;4 
0;0;Нагр;2152;ПС 220 кВ Ванино ЗРУ-10 кВ;10;0;;;;;;;;;;10.76;-11.78;; 
0;0;Нагр;2153;ПС 220 кВ Ванино 1С-35 кВ;35;0;;;;;;;;;;36.58;-13.41;; 
0;0;Нагр;2154;ПС 220 кВ Ванино 2С-35 кВ;35;2;0.9;0.5;;;;;;;;36.58;-13.41;1;1 
0;0;Нагр;2127;ПС 110 кВ Южная ;110;1;80.5;34.1;;;;;;;;117.57;-18.96;39;84 
0;0;Нагр;2530;ПС 500 кВ Комсомольская ОРУ-500 кВ;500;1;0.3;0.1;;;;;;653;2;512.16;-10.49;; 
0;0;Нагр;2541;ПС 500 кВ Комсомольская 1СШ 220 кВ;220;1;0.5;0.1;;;;;;;;240.99;-9.54;;1 
0;0;Нагр;2115;ПС 110 кВ АК;110;1;32.4;8.9;;;;;;;;117.72;-18.81;10;34 
0;0;Нагр;2113;ПС 110 кВ Корфовская;110;1;26.7;7.8;;;;;;;;117.78;-18.84;9;28 
0;0;Нагр;2111;ПС 110 кВ Гродеково;110;1;8.9;3.6;;;;;;;;116.35;-19.47;4;9 
0;0;Нагр;2109;ПС 110 кВ Хор;110;1;6;1.8;;;;;;;;116.1;-19.59;2;6 
0;0;Нагр;2108;ПС 110 кВ Дормидонтовка;110;1;1;0.2;;;;;;;;113.1;-27.12;;1 
0;0;Нагр;2105;ПС 110 кВ Вяземская;110;1;9.8;1.8;;;;;;;;113.13;-26.97;2;10 
0;0;Нагр;2102;ПС 110 кВ Лермонтовка;110;1;3.6;1.2;;;;;;;;114.82;-25.43;1;4 
0;0;Нагр;2310;Хабаровская ТЭЦ-1 ЗРУ-110 кВ;110;1;51;13.6;;;;;;;;118.05;-18.63;15;54 
0;0;Нагр;2440;ПС 220 кВ НПС-36;220;1;6.3;-2.6;;;;;;;;241.88;-20.33;-3;7 
0;0;Нагр;2423;ПС 220 кВ НПС-34 1С 220 кВ ;220;1;5.2;0.7;;;;;;;;238.88;-15.1;1;5 
0;0;Нагр;2422;отп.2 ПС 220 кВ НПС-34;220;0;;;;;;;;;;238.78;-15.25;; 
0;0;Нагр;2421;отп.1 ПС 220 кВ НПС-34;220;0;;;;;;;;;;238.89;-15.09;; 
0;0;Нагр;2435;ПС 220 кВ Хехцир  КРУН-6 кВ;6;2;0.7;0.2;;;;;;81817;868;6.64;-19.16;;1 
0;0;Нагр;2436;ПС 220 кВ Хехцир КРУН-10 кВ;10;2;1.2;;;;;;;81817;868;10.99;-19.01;;1 
0;0;Ген;2574;ПС 500 кВ Хехцир 2 с.т. УШР;220;0;;;;-75.3;238;-100;-5;;;238;-16.86;; 
0;0;Нагр;2573;ПС 500 кВ Хехцир 2 с.т.АТ ;220;0;;;;;;;;;;238;-16.86;; 
0;0;Нагр;2572;ПС 500 кВ Хехцир 2 2С 220 кВ;220;0;;;;;;;;;;238;-16.86;; 
0;0;Нагр;2571;ПС 500 кВ Хехцир 2 1С 220 кВ;220;1;0.6;0.1;;;;;;;;238;-16.86;;1 
0;0;Нагр;2131;ПС 220 кВ Хехцир 1С 110 кВ;110;0;;;;;;;;;;117.91;-18.79;; 
0;0;Нагр;2132;ПС 220 кВ Хехцир 2С 110 кВ;110;1;8.3;-4.2;;;;;;;;117.91;-18.79;-5;9 
0;0;Нагр;2318;Хабаровская ТЭЦ-3 2СШ-220;220;0;;;;;;;;;;238.96;-14.69;; 
0;0;Нагр;2317;Хабаровская ТЭЦ-3 1СШ-220;220;0;;;;;;;;;;238.96;-14.69;; 
0;0;Нагр;2103;ПС 110 кВ Котиково;110;1;0.8;0.2;;;;;;;;113.82;-26.37;;1 
0;0;Нагр;2319;Хабаровская ТЭЦ-3 ОРУ 110 кВ;110;1;13.4;3.4;;;;;;;;120.94;-17.48;4;14 
0;0;Нагр;2300;Хабаровская ТЭЦ-1 ЗРУ-35 кВ;35;2;32;7.2;;;;;;;;37.46;-20.97;9;34 
0;0;Нагр;2125;ПС 110 кВ ГВФ 1С 110;110;1;9.2;1.9;;;;;;;;120.2;-17.88;2;10 
0;0;Нагр;2424;ПС 220 кВ Восток;220;1;;;;;;;;;;238.62;-15.92;; 
0;0;Нагр;2123;ПС 110 кВ СМР;110;1;65.6;27.2;;;;;;;;119.9;-18;32;70 
0;0;Нагр;2126;ПС 110 кВ ГВФ 2С 110 ;110;1;16.2;4.2;;;;;;;;120.2;-17.88;5;17 
0;0;Нагр;2442;ПС 220 кВ Кругликово/т 2С 220 кВ;220;1;6.4;1.8;;;;;;;;238.39;-17.37;2;7 
0;0;Нагр;2443;ПС 220 кВ Дормидонтовка/т;220;1;4.5;3;;;;;;;;239.08;-18.56;4;5 
0;0;Нагр;2420;ПС 220 кВ Князе-Волконка ОРУ-220 кВ;220;0;;;;;;;;;;238.54;-15.57;; 
0;0;Ген;2309;Хабаровская ТЭЦ-1 ТГ № 9;11;2;11.7;7.7;95;7.7;10;-15;79.7;;;10;-14.01;7;11 
0;0;Нагр;2308;Хабаровская ТЭЦ-1 ТГ № 8;11;2;;;;;10.3;;;;;9.99;-18.63;; 
0;0;Ген;2307;Хабаровская ТЭЦ-1 ТГ № 7;11;2;14.4;11.9;91;56.3;10.6;;69.1;;;10.64;-14.85;12;15 
0;0;Ген;2306;Хабаровская ТЭЦ-1 ТГ № 6;6;2;3.1;3.4;45;26.4;6.2;;52;;;6.2;-15.25;3;3 
0;0;Нагр;2305;Хабаровская ТЭЦ-1 КРУ 6кВ ;6;2;4.7;4;;;;;;;;6.23;-21.48;4;5 
0;0;Ген;2303;Хабаровская ТЭЦ-1 ТГ № 3;6;2;4;3.2;20;14.8;6.3;;22.3;;;6.29;-19.15;3;4 
0;0;Ген;2302;Хабаровская ТЭЦ-1 ТГ № 2;6;2;11.6;8.8;20;21.6;6.4;;22.3;;;6.35;-20.08;9;12 
0;0;Ген;2301;Хабаровская ТЭЦ-1 ТГ № 1;6;2;16.3;4.3;20;0.9;6.4;;22.3;;;6.35;-20.08;4;16 
0;0;Ген;2311;Хабаровская ТЭЦ-3 Блок 1;16;2;24.8;17.8;175;90.8;16.2;-33.5;140;;;16.2;-14.02;19;25 
0;0;Ген;2312;Хабаровская ТЭЦ-3 Блок 2;16;2;13.5;7.2;175;-9.4;15.4;-33.5;140;;;15.4;-10.01;7;13 
0;0;Нагр;2407;ПС 220 кВ Бира/т 2С 220 кВ;220;1;4.9;3.5;;;;;;;;234.97;-14.97;4;5 
0;0;Нагр;2413;ПС 220 кВ Икура/т 1С 220 кВ;220;1;6.8;6.6;;;;;;;;235.39;-14.53;7;7 
0;0;Ген;2525;ПС 500 кВ Хабаровская УШР-220;220;1;;;;-47.3;237;-100;-5;;;237;-13.37;; 
0;0;Нагр;2522;ПС 500 кВ Хабаровская 2СШ 220 кВ;220;1;8.1;4.1;;;;;;;;237;-13.37;5;9 
0;0;Нагр;2521;ПС 500 кВ Хабаровская 1СШ 220 кВ;220;1;8.1;4.1;;;;;;;;237;-13.37;5;9 
0;0;Нагр;2405;ПС 220 кВ Лондоко/т 1С 220 кВ;220;1;4.4;2.3;;;;;;;;234.89;-14.98;3;5 
0;0;Нагр;2403;ПС 220 кВ Кимкан/т 2С 220 кВ;220;1;2.4;1.2;;;;;;;;234.91;-14.25;1;3 
0;0;Нагр;2500;ПС 500 кВ Хабаровская ОРУ-500 кВ Е2;500;0;;;;;;;;;;506.27;-12.4;; 
0;0;Нагр;2501;ПС 500 кВ Хабаровская ОРУ-500 кВ Е1;500;0;;;;;;;;;;506.27;-12.4;; 
0;0;Нагр;2433;ПС 220 кВ Хехцир с.т.1АТ;220;0;;;;;;;;;;234.64;-19.02;; 
0;0;Нагр;2434;ПС 220 кВ Хехцир с.т.2АТ;220;0;;;;;;;;;;233.39;-18.92;; 
0;0;Ген;2313;Хабаровская ТЭЦ-3 Блок 3;16;2;24.8;17;175;79.7;16;-77.9;146.8;;;16;-10.59;18;25 
0;0;Ген;2314;Хабаровская ТЭЦ-3 Блок 4;16;2;12.2;9;175;73.8;16;-77.9;146.8;;;16;-10.37;9;12 
0;1;Нагр;2841;ПС 220 кВ Лондоко ОРУ-35 кВ;35;0;;;;;;;;;;;;; 
0;0;Нагр;2828;ПС 220 кВ Джамку ОРУ-35 кВ;35;2;2.1;-1.3;;;;;;13493;81;33.8;-15.9;-1;2 
0;0;Нагр;2207;ПС 110 кВ Т;110;1;23.3;10;;;;;;;;120.73;-6.25;12;25 
0;0;Нагр;2351;Комсомольская ТЭЦ-2 ЗРУ 110 кВ ;110;0;;;;;;;;;;121.51;-5.44;; 
